,Unnamed: 0,c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
371,371,0.3,0.4,-7,0.1,11,-20,0.09,-15,1,0.01,0.05,0.9566554481980684,-0.09723299887942825,0.21138238384667982,-0.17513875973399162,0.5710071188649882,0.05136336353619653,-0.33810393589328536
372,372,-0.16,0.13,5,0.03,19,-52,0.36,-2,15,0.5,-0.11,0.8227004767322179,-0.016858210202434207,0.18634238225097674,-0.5368018655988286,0.08397998088665792,-0.21191220930611943,0.1366440049881813
373,373,0.31,0.02,-2,0.09,64,-94,0.33,11,2,0.04,0.04,0.5908413355040543,-0.33053714849489413,0.2999479132183565,-0.6720736262349558,-0.007988172155234174,0.05082684658088388,-0.03704334660465475
374,374,0.36,0.05,-2,0.15,190,52,0.06,-24,-11,0.42,0.09,0.24019900388430362,-0.33286175607097696,-0.896352503937789,0.167510234203137,0.2375648095836273,0.2309957655756174,-0.64875859645138
375,375,-0.34,0.37,3,0.15,216,-3,0.06,-18,20,0.02,0.08,0.4395694668079737,-0.127604022524523,-0.8815228909627263,-0.11581575883458957,0.8083002765409075,-0.1731873177308152,0.49341743453076964
376,376,-0.03,0.09,5,0.02,216,-69,0.32,8,10,0.31,-0.02,0.16077017727817774,0.4915634274166168,-0.8356523777487653,-0.1849417489027464,-0.01210712640107059,-0.09721963601870431,0.22205390069475772
377,377,-0.47,0.14,7,0.01,11,25,0.19,7,19,0.67,0.13,0.9956598725264412,0.06895553733993544,0.009710267410022079,0.0617435244994782,0.09156844845823575,-0.01661150562900482,0.3700391291952067
378,378,0.26,0.22,0,0.13,270,-20,0.2,-18,9,0.61,-0.09,0.7832478941298942,0.056336719826261795,-0.5850792055882209,-0.20256167833171138,0.3552530372857834,-0.10641942400230242,-0.6597293992457195
379,379,0.39,0.08,3,0.1,179,74,0.0,-27,-5,0.21,-0.13,0.18967427593354338,-0.556919170429949,-0.7991417940572264,0.12343864730181248,0.3753380592662379,-0.06551892659111291,-0.398934573907388
380,380,-0.45,0.35,3,0.08,160,17,0.24,1,-10,0.48,-0.11,0.17111254120437672,0.06431809074214119,0.9808208738006724,0.06763205573359199,0.3954993974982801,-0.019751694325800706,0.4116240075889054
381,381,0.16,0.17,3,0.02,-30,-10,0.15,-28,-17,0.32,-0.13,0.9984155509105291,0.026335074897916352,-0.011619677403372993,0.04835115952267568,0.42323207254358536,-0.029723232204199146,-0.28972627945472634
382,382,0.14,0.17,-1,0.06,34,100,0.03,-1,15,0.58,-0.09,0.7048015496261637,0.24910736265726724,0.16861975960386938,0.6424699792096377,0.43115855860992025,-0.248098631522768,-0.40686001415395817
383,383,-0.05,0.28,7,0.07,112,-83,0.16,25,9,0.59,0.03,0.5438064834990104,-0.39562048043114934,0.5621842522832113,-0.4813603748260068,0.1041135793789576,-0.019239156612812724,0.165234493677209
384,384,0.09,0.09,-5,0.02,200,-15,0.22,-20,9,0.35,-0.03,0.3432967493397296,0.04913290369488755,-0.9375116512671362,-0.028376106245422673,0.21033485941103214,-0.14069395264198992,-0.32894833132697676
385,385,-0.41,0.03,-7,0.06,84,-2,0.31,3,-20,0.03,0.07,0.7562171097105747,-0.16715883457006941,0.6278771593795764,0.07722615965846412,0.0006142280418193757,0.0782836536466136,0.5458379664646817
386,386,-0.37,0.15,5,0.09,39,40,0.12,-30,7,0.66,0.0,0.7884643729376225,0.2655172837260193,0.501594592188232,0.23712311093261174,0.7302041841124289,-0.09291947294232283,-0.14314871641867166
387,387,0.17,0.38,4,0.01,-50,-65,0.32,-4,-2,0.42,0.1,0.7761028062578705,0.2414578335702141,-0.30846380894764286,-0.49417874023044467,0.3943436771020995,0.04854271630059648,-0.16827010872775777
388,388,0.29,0.43,0,0.13,60,49,0.35,0,9,0.42,0.06,0.8137976813493738,0.24240481012316853,0.43730985356969787,0.29619813272602386,0.39257119467447144,0.03766996276092138,-0.3599999785423278
389,389,0.32,0.44,-7,0.0,150,-7,0.15,24,-2,0.69,-0.03,0.45005317305152187,-0.0729623589438782,0.8863523853071658,-0.08067270085908411,0.5838886083072226,-0.09235138641730445,-0.5492004853517227
390,390,0.34,0.41,5,0.01,256,-88,0.31,15,14,0.69,0.03,0.2953403746606517,0.5428946233616989,-0.6687493022229941,-0.4132963365389577,0.3127561741066447,-0.1458234713347426,-0.42292590597975566
391,391,0.29,0.1,-6,0.07,119,-53,0.01,-20,-3,0.1,0.08,0.3001419383199338,-0.46914924045158585,0.8099419390866576,-0.18386914464857448,0.3514329681029492,0.09003930882798605,-0.3718565398241514
392,392,-0.37,0.03,4,0.12,-25,41,0.23,23,-18,0.01,-0.1,0.7949250587804525,-0.04684717605321818,-0.40528526682379945,0.44904715288518937,-0.2569727267594683,-0.10783705570204227,0.8348643763681987
393,393,0.25,0.27,3,0.11,5,25,0.26,-30,8,0.3,0.08,0.9437554162540247,0.10987982383934554,0.2809654299933375,0.13531653909587585,0.38074540451448247,0.04555146913599284,-0.35712414061630626
394,394,-0.01,0.35,-10,0.06,111,44,0.12,30,-8,0.43,0.07,0.7168627187427762,0.17225753307931432,0.6243016972481192,0.258229695401714,0.38537073523905196,0.0991341758081592,-0.03952821699343578
395,395,0.38,0.14,4,0.15,99,44,0.07,-1,1,0.3,-0.13,0.5880432918694929,0.3141272020502243,0.6985396807178992,0.2599451909190157,0.3834500119774058,-0.0674471453560952,-0.22329955626228876
396,396,0.31,0.44,3,0.05,77,82,0.21,-15,20,0.41,-0.06,0.5882905906959719,0.5729611605517125,0.4351024572773466,0.369209345858192,0.5132522636520465,-0.3120705611555268,-0.46035425401165675
397,397,0.34,0.44,-5,0.02,108,50,0.21,3,-5,0.62,0.03,0.5560629264510438,0.28048857790984305,0.7417199838896438,0.24894104721311314,0.5457672356956835,0.02548106715148646,-0.7088823982252699
398,398,-0.11,0.2,-9,0.09,190,45,0.0,29,6,0.7,0.12,0.17978907225083993,0.4469368496933444,0.8761874944460115,-0.01479244610575891,0.3041451500341388,0.07292189214013867,-0.2257549275934827
399,399,-0.12,0.19,-7,0.03,127,-89,0.34,-1,-17,0.01,0.06,0.32201584308102993,-0.7331495617886201,0.5177643096604192,-0.30119368601588825,0.17065912984244336,0.08376719462310245,0.2689514769008734
400,400,-0.13,0.03,7,0.02,131,51,0.09,-15,10,0.1,0.0,0.2552146764972121,0.5123304437668098,0.8060239044635155,0.15069323383455843,0.4037256088903789,-0.15617351052166817,0.45028347136429525
401,401,0.38,0.01,-1,0.02,-88,-17,0.35,-23,19,0.48,-0.07,0.804304766374942,-0.014318825415624846,-0.5371110562786852,-0.2537725896318631,-0.05946840235477868,-0.14237012925972437,-0.5633599067829923
402,402,-0.31,0.18,8,0.01,191,-72,0.25,23,9,0.39,0.06,0.12261411895268655,-0.5357598970358165,0.8352474379641336,-0.016994938540010114,-0.15845397826475738,-0.01143042802786609,0.5398524164081349
403,403,-0.23,0.43,1,0.02,-57,-66,0.1,1,-6,0.13,0.11,0.7553656138000312,0.29118662981081467,-0.3876753587312597,-0.4408411872097602,0.6302121647101923,0.1312126561845659,0.48934245523710096
404,404,-0.29,0.0,-4,0.12,191,75,0.12,13,7,0.03,-0.09,0.033548976007268895,0.6610356982606472,0.7493745825508148,-0.01854742194253522,0.05663625608816614,-0.06787045219369259,0.5474419796441502
405,405,-0.5,0.0,3,0.01,259,16,0.32,17,-16,0.34,0.13,0.4997447276768624,0.01945326368178516,-0.8568735708763928,0.12507782067515139,-0.273931270185797,0.010353744228728035,0.5725619093286489
406,406,0.23,0.3,-1,0.05,41,11,0.32,30,1,0.51,0.08,0.9920123218055873,0.002952738463226941,0.09605968278686035,0.08170295015691481,0.16579455583969094,0.050120621058015846,-0.24120271827214051
407,407,-0.49,0.25,1,0.08,9,-11,0.11,-16,6,0.4,-0.02,0.9654567280284859,-0.0007386353643183169,0.21660531402187513,-0.14482713371400247,0.6778275650448463,-0.09696739851986536,0.28042896779827525
408,408,-0.14,0.35,8,0.01,-67,-9,0.13,6,1,0.4,-0.04,0.7957615695770681,0.1013494669450784,-0.5877357416356979,-0.10515944055635645,0.4466622644412974,-0.1292493806635564,0.36189490102239863
409,409,0.01,0.03,-3,0.07,-47,26,0.34,-22,-9,0.52,0.08,0.9263324820042935,-0.053316995752119935,-0.21080014938698038,0.3076178274517918,0.10659199573067701,0.10548017972423285,-0.3220432694209677
410,410,-0.17,0.25,-6,0.0,15,42,0.05,-28,17,0.39,-0.13,0.9058357589132776,0.13496841584746475,0.3441550656758332,0.20688739779719625,0.5762461964677248,-0.42376870072992534,-0.36153724167719936
411,411,0.46,0.27,-8,0.13,134,-9,0.3,3,-19,0.68,0.07,0.4177655203305204,-0.24440972537138864,0.8745958205415774,-0.028600819185065116,0.2602576796586375,0.23543871219548484,-0.9965713851696224
412,412,0.36,0.2,0,0.08,-81,-77,0.0,-2,-14,0.6,0.07,0.6579181115993635,0.4536830763103075,-0.44583311741204595,-0.4031727373196257,0.491664742145108,0.22267165511365716,-0.6313130981500288
413,413,-0.24,0.37,3,0.09,65,-49,0.15,-28,12,0.25,-0.04,0.5971187803460339,-0.20654439949111095,0.6955307926760824,-0.3420898853171511,0.7788760334267973,-0.21370347511543697,0.042793122332652644
414,414,0.36,0.42,-9,0.11,18,-76,0.33,-11,4,0.06,-0.07,0.7362790461371221,-0.21007234748156697,0.15590616658846354,-0.6240641331327124,0.35035052206840467,-0.08627628510863272,-0.41337153848750674
415,415,0.42,0.24,-4,0.14,132,-90,0.29,-26,6,0.1,0.02,0.10688544617795745,-0.6720449667994273,0.7149929977833507,-0.160362330725371,0.16957550365558194,0.053007548247334,-0.4286120782170314
416,416,-0.44,0.07,10,0.12,169,82,0.34,-27,-19,0.54,0.05,0.15177566952881089,-0.5396385086597048,-0.8263033844569936,0.05456320138636252,0.49263655301160797,0.2756244903865612,0.34553587577373857
417,417,0.44,0.12,7,0.14,-18,-16,0.34,-10,4,0.22,-0.06,0.9780118141712899,0.06618857754478694,-0.06305318551017262,-0.1874466839957427,0.11803188290113664,-0.02234171099444726,-0.14555614542540607
418,418,-0.47,0.38,6,0.07,107,15,0.27,-24,15,0.09,0.02,0.4141249199796656,0.2730542394158803,0.8676055037196124,0.0346788538491162,0.7616151581670718,-0.2249494883047829,0.5932031548317441
419,419,-0.22,0.43,9,0.05,-78,-78,0.03,11,-10,0.45,0.04,0.5652730491236228,0.5324550339850654,-0.4571890065711259,-0.43351612310149684,0.5286258080213504,0.10608056605578398,0.5011826534833772
420,420,-0.15,0.46,5,0.12,56,89,0.02,4,18,0.25,0.07,0.7183607899338894,0.3745219856064054,0.23013887507299144,0.5391912053837044,0.6725743100029882,-0.14019064510181134,0.44880160254821827
421,421,-0.19,0.28,4,0.05,-64,19,0.26,6,-2,0.42,-0.04,0.8080279725224471,-0.054539839480708396,-0.5714423281398632,0.13255137547673776,0.2554589525932933,-0.05638036038956695,0.2692453971348586
422,422,-0.31,0.46,-5,0.11,173,-33,0.05,13,-19,0.27,0.04,0.16688120693849093,-0.42924858746531985,0.8852976296165364,-0.06437716928478715,0.5248852657241967,0.28570242319207284,0.4195382697149033
423,423,0.02,0.16,2,0.06,-23,-94,0.1,22,6,0.36,0.03,0.5936512010066675,0.2783474942207434,-0.2631144988487234,-0.7077228867995999,0.1698681595212932,-0.014402457163253723,0.1688738176140286
424,424,-0.09,0.17,0,0.08,89,-34,0.26,-1,9,0.51,0.07,0.6579045716551851,-0.15304591873303097,0.6903455270798549,-0.259155502729939,0.22524070856465817,0.02354925651976547,-0.07565938651846821
425,425,0.28,0.35,10,0.12,-7,-9,0.24,-24,-18,0.23,0.0,0.984042574174855,0.047291271795558275,0.1627846321924152,0.05408244951242318,0.5007315146975369,0.21662729901586686,-0.12488808855114575
426,426,0.0,0.09,-7,0.14,-20,73,0.2,-4,19,0.23,0.12,0.8749272092108105,-0.14140718528502313,-0.05354243211460335,0.46004303548212,0.21334675098474776,0.0679227188691176,-0.10128018663365468
427,427,-0.04,0.36,-1,0.14,64,76,0.04,12,6,0.02,0.03,0.7393025383279447,0.28239655929593727,0.33534176471218824,0.511106486907953,0.5318426136032405,0.02869754758800358,0.48416399298905205
428,428,0.21,0.38,6,0.1,57,28,0.14,-16,10,0.62,-0.03,0.7900047546640286,0.23974082520046822,0.545685339348643,0.14368136539016693,0.6151210943801764,-0.13960965710167894,-0.5057578232910724
429,429,-0.01,0.27,-9,0.06,30,33,0.32,-22,5,0.19,-0.07,0.8707316866943843,0.06827590542522687,0.4386918935531254,0.2114572132973745,0.2914687506560477,-0.13858593019002474,-0.2209808736259984
430,430,0.0,0.3,-9,0.07,50,63,0.11,11,20,0.63,-0.05,0.8889409962616326,0.16987388354630364,0.2940307378266946,0.30736410666726005,0.417451771235398,-0.26422774871329047,-0.4139534298832357
431,431,0.27,0.15,-6,0.14,211,-97,0.18,5,-10,0.55,0.13,0.1972125775671565,0.7725607484668321,-0.591783762184249,-0.1185287644107644,0.26663155919792836,0.2515270757817054,-0.6081498792662052
432,432,0.08,0.18,8,0.01,-76,70,0.07,-19,-6,0.46,-0.02,0.7224937857167719,-0.21227389055064375,-0.42864125661330865,0.4992085717614476,0.568961551067624,-0.02982350725935734,-0.17802746924683577
433,433,0.26,0.07,0,0.0,48,-35,0.19,-4,17,0.42,0.08,0.8078307376628292,-0.06857635583702183,0.4329740705368915,-0.394005376803361,0.16406412924079072,-0.07915938970625036,-0.35057038790998835
434,434,0.49,0.25,10,0.02,74,-21,0.07,13,13,0.08,0.0,0.8383851350310212,0.02779717676052397,0.5087854350387617,-0.19358477061891663,0.4044510341999352,-0.19660805970269668,0.17220813949256444
435,435,-0.48,0.42,-7,0.02,240,67,0.2,-7,-6,0.15,-0.01,0.41035297541735377,-0.4459101787847919,-0.7033349874525802,0.3716106072857966,0.6130178787702589,-0.0017540142033978245,0.4128022718493918
436,436,0.11,0.14,-1,0.07,56,95,0.29,-29,14,0.26,0.02,0.5619317737328741,0.5450600205931074,0.39921040478672976,0.47725601969014775,0.24290808353589677,-0.0708960948062658,-0.20637560368772645
437,437,0.1,0.2,-6,0.02,33,78,0.34,17,-4,0.62,0.13,0.760851360437125,0.045760411055628225,0.13954183707234863,0.6320911863073795,0.12083272793139022,0.08196076698905186,-0.4561090404245821
438,438,-0.32,0.17,0,0.06,-15,-47,0.15,-11,-15,0.44,0.05,0.9606761212855751,0.017974569596985863,-0.02991470738434498,-0.2754694449873076,0.4443005538056271,0.18031575048252368,0.13472370022956193
439,439,-0.15,0.03,-5,0.07,209,-90,0.15,25,17,0.4,0.01,0.05198128238045401,0.5779760356013033,-0.8143816944277112,-0.004909616454918494,-0.018845316392613443,-0.02628723677150524,0.04701438790123175
440,440,-0.48,0.08,4,0.11,77,78,0.31,14,4,0.09,0.07,0.6655534682651003,0.3610423209233904,0.3780463448391181,0.5326987746713243,-0.16308055423825896,0.1055650322776418,0.8663780627446285
441,441,0.05,0.41,-4,0.09,108,-78,0.02,29,-16,0.2,-0.01,0.6442845920373269,-0.47363801689022145,0.4241855093397752,-0.42500711415898546,0.45810221029397313,0.1616084828029858,0.34695807357561537
442,442,0.46,0.19,-10,0.05,97,-29,0.02,20,-18,0.54,-0.08,0.7689182980072963,-0.2890443224874234,0.5505524012387507,-0.14869460016286692,0.5404162037000085,0.07703747091863011,-0.700932566509594
443,443,0.13,0.24,3,0.02,27,-51,0.35,19,20,0.04,0.06,0.8177935924858662,0.004584428325495135,0.07363580601615788,-0.5707629903719583,0.04008604798521276,-0.05173372735619908,0.3381770878987223
444,444,0.2,0.06,9,0.09,232,20,0.31,-7,-9,0.18,-0.08,0.49341831487865867,-0.05327597400873539,-0.8665558552370015,0.052735063195128946,0.1115812152357496,-0.05112139539338689,0.19588692403514993
445,445,-0.25,0.14,-9,0.02,197,3,0.01,-25,-8,0.66,0.12,0.3481167989565325,0.046064494027959556,-0.9295779568375317,0.1121498053318198,0.5674184272605888,0.1393613904880151,-0.5646160424920301
446,446,0.45,0.4,-6,0.1,238,3,0.31,-21,17,0.34,0.0,0.6365203134934261,-0.150161725897252,-0.7559767745320165,-0.028150718533599618,0.27668837612253827,-0.09818835263496783,-0.7720001536813015
447,447,0.06,0.19,-2,0.12,162,78,0.22,-26,-16,0.66,-0.12,0.03573208961854189,-0.5081012395085912,-0.8583162605066806,0.06204470268406149,0.3356275481740661,0.050701033716146426,-0.6218063694172596
448,448,0.08,0.35,-4,0.15,28,-60,0.12,-6,9,0.61,0.1,0.7838639176036747,-0.156713619741234,0.24898106733715955,-0.5468149853234349,0.5609159187278416,0.06718667569082681,-0.5231188843667083
449,449,0.32,0.31,-9,0.02,264,10,0.12,-26,8,0.41,-0.08,0.8153048788977076,-0.1270199411023042,-0.5588179716193469,0.08286352396079028,0.35527602014371196,-0.218423019795577,-0.8648347525601809
450,450,0.26,0.38,-1,0.01,157,-97,0.31,14,19,0.64,-0.12,0.16076173910473396,-0.5973087824968221,0.7365269560118854,-0.27368946757237783,0.29313507945501915,-0.3243558373766674,-0.46360639962430455
451,451,0.1,0.13,-1,0.13,258,-54,0.35,9,14,0.67,0.07,0.473093865861112,0.2762123373003605,-0.7764503084210779,-0.31147047590497723,0.05411376384567568,0.08800301110872755,-0.42206815487230126
452,452,-0.33,0.15,1,0.07,-6,9,0.3,18,-6,0.3,0.05,0.9696234239318451,0.003233470289952632,-0.2080597134296702,0.1285733879157463,-0.08629968460919413,0.04617198508232079,0.4506748871878259
453,453,-0.17,0.44,1,0.07,203,-40,0.24,-22,-10,0.28,0.01,0.3673712281263104,0.39050251254338547,-0.8372551486446264,-0.10747085423655228,0.6782896631523867,0.14191352604552576,-0.004610130055369588
454,454,0.16,0.13,-5,0.14,188,-22,0.09,-16,-9,0.63,-0.03,0.21130441710747455,0.26408185463068584,-0.940862559869873,0.019719553767708484,0.3444753795928809,0.09988973250347466,-0.7107323350545605
455,455,0.44,0.42,9,0.11,231,95,0.18,1,-9,0.26,0.06,0.31495709426336865,-0.5910406989011959,-0.6842450569477269,0.2885855558723676,0.5358732880138256,0.17607985978613705,-0.08682870285363498
456,456,-0.32,0.14,-10,0.06,218,96,0.1,11,9,0.56,0.11,0.11409864618092443,-0.7904997911440805,-0.5610146983794624,0.2176099431162231,0.24560080531561623,0.016079903452622002,-0.0832785129698152
457,457,0.16,0.16,4,0.0,56,2,0.03,-27,11,0.03,-0.12,0.7468776893696506,0.10853569656964356,0.6541346804584733,-0.050015392765477326,0.5108819414638651,-0.31886948407041116,-0.018083089062349567
458,458,-0.14,0.42,-4,0.08,137,-49,0.33,16,6,0.18,0.07,0.4208494135254855,-0.3263723412193867,0.8063149935651953,-0.25733829325265617,0.2603024337915123,0.033288227275104054,0.3209543025453676
459,459,-0.43,0.06,2,0.03,-66,-40,0.14,-7,-15,0.32,-0.04,0.8473484946163932,0.2397853504405401,-0.4302405272805526,-0.19848577548729215,0.3322581816721655,0.02827088949900891,0.4665946595570693
460,460,0.5,0.24,-2,0.12,233,-95,0.15,-18,8,0.38,-0.06,0.3744672753000845,0.5565079969563912,-0.5940611024113771,-0.4440321110625845,0.3291239929592171,-0.07586376343331946,-0.7333841983420324
461,461,0.12,0.03,-1,0.07,37,-74,0.08,13,-17,0.42,-0.12,0.8578203605173944,-0.15383090057131846,0.14008063561471434,-0.46995499639540206,0.1826381746046098,-0.03906733841404697,-0.14289199707732028
462,462,-0.49,0.1,-5,0.04,77,-93,0.12,-21,8,0.38,0.04,0.40110630177435486,-0.5377843433657573,0.5298812376841566,-0.518775104123037,0.5230778935524945,-0.08882961021073532,0.13581807246055055
463,463,0.35,0.03,-1,0.05,139,-33,0.28,27,20,0.33,0.11,0.4965571512713141,-0.09490280487611419,0.823556643801891,-0.2572526143651967,0.015542102239314293,0.041090446749882936,-0.2869140248892026
464,464,0.27,0.43,-6,0.09,21,-69,0.02,18,-3,0.47,-0.12,0.8277193024348795,-0.05527741746600085,-0.007849250516980717,-0.5583579074046748,0.6896395544758157,-0.0723182928359698,-0.3010345615580758
465,465,0.07,0.03,-10,0.0,81,22,0.08,11,20,0.06,0.06,0.8170048089264565,0.14824703119693056,0.5551389098758069,-0.048443272744946884,0.18616197592059147,-0.14821865302825388,0.026941552804075203
466,466,-0.2,0.16,9,0.08,13,-70,0.26,-1,-4,0.47,-0.01,0.8343198723789973,-0.010799749648695884,0.14398834995402446,-0.5320348400608146,0.2249549897368387,-0.0017646482903757033,0.32162718500176624
467,467,0.42,0.03,-7,0.05,-4,87,0.22,-22,-8,0.49,-0.11,0.6559029927141433,0.05341974409705194,0.1583199266926845,0.7361198244180487,0.029589780563239576,-0.1287000395115363,-0.8160998210374156
468,468,-0.34,0.16,-8,0.13,112,49,0.08,26,-12,0.08,0.08,0.6616732105220023,0.1921674585660747,0.6531118500753677,0.3141737443468062,0.10261452575337315,0.16307833516167536,0.5460160950900295
469,469,0.31,0.37,5,0.03,120,55,0.32,-29,-7,0.56,0.02,0.21282634389183125,0.4195008099041155,0.8670470995457535,0.16417473924061382,0.4129941467153319,0.03178398282055439,-0.6376676227685731
470,470,0.46,0.28,-4,0.08,1,-70,0.11,21,-8,0.6,0.09,0.840201063464848,0.08259007310947347,-0.1564272154936172,-0.5126125037776817,0.49645286039324477,0.17498849754147328,-0.6010562257727471
471,471,-0.3,0.32,2,0.14,24,85,0.15,2,6,0.62,0.0,0.7548351003559973,0.14799290759414507,0.12159052643471494,0.6273259236263963,0.45687886682110324,0.005823164637128064,0.10701560217944694
472,472,-0.15,0.32,10,0.01,149,41,0.04,4,-13,0.62,-0.05,0.22843665597083077,0.24958877209296615,0.9169439345725954,0.21150877027801393,0.5352551658517509,0.006406726175647526,0.18836221617346205
473,473,0.32,0.2,8,0.15,-18,-37,0.03,1,7,0.17,-0.13,0.9083780449840199,0.10925287918262505,-0.14117940385466632,-0.378128961742628,0.47740874795503707,-0.14151190895445653,0.09971085957002652
474,474,-0.27,0.1,8,0.01,56,55,0.21,-16,6,0.43,0.0,0.7244870483825921,0.35407634791863746,0.4719502607894142,0.35638659895018987,0.4197419306112047,-0.13476127810589267,0.2833646047437619
